"longitude","latitude","Annual_Mean_Temperature","Annual_Precipitation","percent_tree_cover","terrestrial_realms","species_richness","mean_lightness_males","mean_lightness_females"
10922034.1562322,102815.08085126,26.7,3013,66,"Oriental",102,119.311015611961,129.463598037745
11034534.1562322,102815.08085126,26.1,2925,27,"Oriental",113,121.23492100885,130.514362175044
11147034.1562322,102815.08085126,26.5,3376,76,"Oriental",107,119.977754929626,129.176994115701
11259534.1562322,102815.08085126,26.4,3859,80,"Oriental",97,116.626208854021,128.128653686083
11372034.1562322,102815.08085126,22.8,4088,80,"Oriental",90,114.871335385333,124.531522226333
11484534.1562322,102815.08085126,23.9,3455,79,"Oriental",86,115.177063303256,125.470136953953
11597034.1562322,102815.08085126,25.6,3026,80,"Oriental",93,118.379837512151,128.307123058387
11709534.1562322,102815.08085126,26.2,2247,80,"Oriental",105,119.313416576667,129.896964372
12384534.1562322,102815.08085126,18.4,2308,80,"Oriental",59,123.260316382542,131.244026362712
12834534.1562322,102815.08085126,26.8,2053,77,"Oceania",40,113.43559906775,122.91297222125
-7865465.84376785,215315.08085126,24.3,5903,7,"Neotropical",164,119.410766487378,127.169392954695
-7752965.84376785,215315.08085126,16.1,1215,38,"Neotropical",214,123.175591208598,127.417684144299
-7640465.84376785,215315.08085126,18.4,3653,76,"Neotropical",192,121.298126736042,126.966918785208
-7527965.84376785,215315.08085126,24.3,3903,24,"Neotropical",237,121.360048915654,129.990375839029
-7415465.84376785,215315.08085126,24.2,3306,78,"Neotropical",210,123.268411818095,130.652970900857
-7302965.84376785,215315.08085126,22,4116,79,"Neotropical",198,123.51436850101,132.343013468636
-7190465.84376785,215315.08085126,24.1,3084,79,"Neotropical",196,122.279884166275,131.316710695204
-7077965.84376785,215315.08085126,23.9,3209,80,"Neotropical",199,121.525814816683,131.132816117889
-6965465.84376785,215315.08085126,24,3651,80,"Neotropical",212,122.205239866651,131.305052585047
-6852965.84376785,215315.08085126,24.3,3541,77,"Neotropical",213,121.856340984131,130.480444616854
-6740465.84376785,215315.08085126,24.5,3178,77,"Neotropical",227,122.93531897652,130.954546743348
-6627965.84376785,215315.08085126,24.9,2729,66,"Neotropical",246,122.119956188902,129.723612164268
-6515465.84376785,215315.08085126,22.6,2573,78,"Neotropical",254,123.855797609409,131.498358704291
-6402965.84376785,215315.08085126,25.4,2279,80,"Neotropical",183,122.770689535464,130.713758142678
-6290465.84376785,215315.08085126,25.7,1617,79,"Neotropical",179,123.164018206257,130.913260290447
-6177965.84376785,215315.08085126,26.1,1933,33,"Neotropical",178,123.640001246966,131.005908235899
-6065465.84376785,215315.08085126,26,1927,77,"Neotropical",183,122.921890101202,131.285798416885
-5952965.84376785,215315.08085126,25.2,1468,80,"Neotropical",201,122.22660972796,131.009595352886
-5840465.84376785,215315.08085126,23.6,2342,80,"Neotropical",207,122.441327427971,130.94557684343
-5727965.84376785,215315.08085126,25.5,1756,77,"Neotropical",216,122.115561213611,131.285986107731
-5615465.84376785,215315.08085126,25.1,1796,5,"Neotropical",212,122.821008210708,131.110540877311
-5502965.84376785,215315.08085126,25,2060,79,"Neotropical",212,123.898107966179,131.881281094104
-5390465.84376785,215315.08085126,25.4,2363,76,"Neotropical",214,124.369384388692,132.105532015187
-5277965.84376785,215315.08085126,25.4,2593,79,"Neotropical",225,123.081266831244,131.931993412178
-5165465.84376785,215315.08085126,25.4,2603,41,"Neotropical",259,122.940167739537,132.330002856795
-5052965.84376785,215315.08085126,26.5,2962,26,"Neotropical",256,123.281706018867,132.324150603984
1022034.15623215,215315.08085126,22.1,3417,80,"Afrotropical",176,121.812968856023,130.850678656818
1134534.15623215,215315.08085126,22.1,1765,80,"Afrotropical",180,121.925401030611,130.545163782056
1247034.15623215,215315.08085126,23,1813,80,"Afrotropical",173,123.551651254162,131.551391133873
1359534.15623215,215315.08085126,23.2,1600,72,"Afrotropical",166,121.878494647952,129.969198790843
1472034.15623215,215315.08085126,22.6,1947,78,"Afrotropical",147,120.223159992177,127.687864446259
1584534.15623215,215315.08085126,23.9,1485,80,"Afrotropical",138,120.910062000725,127.793624527464
1697034.15623215,215315.08085126,24.3,1742,80,"Afrotropical",118,118.541664159407,124.32035279
1809534.15623215,215315.08085126,24.4,1746,80,"Afrotropical",108,117.832090535833,124.758860766204
1922034.15623215,215315.08085126,24.3,1740,80,"Afrotropical",107,117.845631015607,123.566681200841
2034534.15623215,215315.08085126,24.2,1852,80,"Afrotropical",107,117.828529596916,124.294944268037
2147034.15623215,215315.08085126,24,1644,80,"Afrotropical",107,117.303125651308,123.978787811308
2259534.15623215,215315.08085126,23.7,1760,80,"Afrotropical",116,119.800231164655,127.8558604675
2372034.15623215,215315.08085126,23.8,1888,80,"Afrotropical",114,118.620345681667,127.110981152193
2484534.15623215,215315.08085126,23.5,1655,80,"Afrotropical",122,118.191459625656,126.569836061721
2597034.15623215,215315.08085126,23.1,1770,80,"Afrotropical",133,118.19300529203,126.974019211429
2709534.15623215,215315.08085126,22.7,2157,80,"Afrotropical",165,121.840909763212,129.560068682364
2822034.15623215,215315.08085126,22.9,1777,80,"Afrotropical",200,123.355927593,131.9134088862
2934534.15623215,215315.08085126,21.5,1775,80,"Afrotropical",277,125.503035833899,137.236553146065
3047034.15623215,215315.08085126,24.5,1223,0,"Afrotropical",328,125.238232047713,137.990707427713
3159534.15623215,215315.08085126,22.4,1171,52,"Afrotropical",240,129.015858642542,142.242695677167
3272034.15623215,215315.08085126,22.6,1305,2,"Afrotropical",224,129.331148645982,143.724172781786
3384534.15623215,215315.08085126,22.9,1285,8,"Afrotropical",231,128.648166428788,143.5665619671
3497034.15623215,215315.08085126,22,903,22,"Afrotropical",266,128.441302980038,143.718998744211
3609534.15623215,215315.08085126,26,818,2,"Afrotropical",197,136.53626414731,151.350043237919
3722034.15623215,215315.08085126,21.8,556,24,"Afrotropical",153,136.812114258039,150.877303072745
3834534.15623215,215315.08085126,26.6,496,5,"Afrotropical",93,138.238355634624,153.479265630108
3947034.15623215,215315.08085126,26.6,333,0,"Afrotropical",72,139.790197531945,155.133531376806
4059534.15623215,215315.08085126,27.8,327,6,"Afrotropical",59,140.334293783051,156.870973003729
4172034.15623215,215315.08085126,28.2,425,13,"Afrotropical",71,138.511249867747,153.361946789437
4284534.15623215,215315.08085126,27.8,499,5,"Afrotropical",89,141.641513942247,155.308786512135
4397034.15623215,215315.08085126,27.1,423,40,"Afrotropical",103,135.877597627282,153.642785686602
9909534.15623215,215315.08085126,26.5,3401,79,"Oriental",153,117.400124908105,125.634942386078
10022034.1562322,215315.08085126,26.2,2399,54,"Oriental",143,119.922500127692,128.305943277133
10134534.1562322,215315.08085126,26.7,2599,57,"Oriental",130,120.748287178154,129.193294870846
10359534.1562322,215315.08085126,26.8,2254,21,"Oriental",124,121.382774789355,131.838007167016
11147034.1562322,215315.08085126,26.6,3317,72,"Oriental",122,120.985120216393,130.603723134508
11259534.1562322,215315.08085126,24.9,3762,80,"Oriental",114,120.175355096754,130.338413581403
11372034.1562322,215315.08085126,22.5,4066,80,"Oriental",95,116.244398825158,124.419496296632
11484534.1562322,215315.08085126,18.2,4466,80,"Oriental",98,116.923426298061,125.473555177959
11597034.1562322,215315.08085126,21.9,3523,61,"Oriental",95,115.520870562211,125.19820078
11709534.1562322,215315.08085126,25.3,3298,78,"Oriental",102,120.045176831177,131.111169208431
11822034.1562322,215315.08085126,25.7,1754,70,"Oriental",102,119.049580608627,129.330520696569
-7752965.84376785,327815.08085126,11.6,3014,15,"Neotropical",241,119.916102658299,125.774871063527
-7640465.84376785,327815.08085126,14.8,1471,22,"Neotropical",212,122.555146398962,127.79442976717
-7527965.84376785,327815.08085126,21.6,1675,78,"Neotropical",142,123.488278822535,128.965634845422
-7415465.84376785,327815.08085126,24.7,2444,71,"Neotropical",236,124.309392813644,132.116804299958
-7302965.84376785,327815.08085126,24.3,2970,43,"Neotropical",169,127.252107606746,134.67817795213
-7190465.84376785,327815.08085126,24.5,2991,76,"Neotropical",152,127.243484650526,133.836343077763
-7077965.84376785,327815.08085126,24.2,3049,79,"Neotropical",150,125.5814241964,131.962899256533
-6965465.84376785,327815.08085126,23.9,3340,79,"Neotropical",165,124.512029404303,132.19391110903
-6852965.84376785,327815.08085126,24.2,3273,77,"Neotropical",203,123.912929575123,131.751386970985
-6740465.84376785,327815.08085126,24.4,3445,79,"Neotropical",231,122.654114638658,130.502596278139
-6627965.84376785,327815.08085126,24.7,3302,79,"Neotropical",249,122.44673523747,130.786757844819
-6515465.84376785,327815.08085126,25,2033,79,"Neotropical",252,122.960412110675,132.075398734286
-6402965.84376785,327815.08085126,23,2413,80,"Neotropical",208,123.599440170481,132.907529733702
-6290465.84376785,327815.08085126,24.6,2143,80,"Neotropical",195,123.225484708872,132.060330670462
-6177965.84376785,327815.08085126,26,1884,73,"Neotropical",205,124.660843358927,132.985175967366
-6065465.84376785,327815.08085126,25.9,1393,80,"Neotropical",227,124.822661606784,133.774941584185
-5952965.84376785,327815.08085126,25.3,1729,27,"Neotropical",243,123.466215514609,132.44706324856
-5840465.84376785,327815.08085126,25,1686,80,"Neotropical",226,123.164790068363,131.759489672257
-5727965.84376785,327815.08085126,25.1,2081,80,"Neotropical",228,123.152587556798,131.787650257675
-5615465.84376785,327815.08085126,25,1789,80,"Neotropical",229,123.132245673712,132.002897619869
-5502965.84376785,327815.08085126,24.7,1869,78,"Neotropical",233,123.97276951206,132.305413762876
-5390465.84376785,327815.08085126,25.1,2283,80,"Neotropical",240,123.888192284292,131.879038731458
-5277965.84376785,327815.08085126,25.5,2347,78,"Neotropical",251,123.659789286932,132.343102402151
-5165465.84376785,327815.08085126,25.4,3198,50,"Neotropical",261,122.463072371609,131.974093370268
1022034.15623215,327815.08085126,23.6,3097,80,"Afrotropical",188,123.877193263458,132.152785456596
1134534.15623215,327815.08085126,22.6,1676,78,"Afrotropical",188,123.316802798404,131.768521667181
1247034.15623215,327815.08085126,22.8,1525,80,"Afrotropical",178,122.478815648146,130.36969953882
1359534.15623215,327815.08085126,22.9,1418,80,"Afrotropical",165,122.907088665818,130.333587875091
1472034.15623215,327815.08085126,23.1,1663,80,"Afrotropical",152,122.838333578882,129.560668124276
1584534.15623215,327815.08085126,23.7,1524,80,"Afrotropical",141,121.388247177801,128.361265297518
1697034.15623215,327815.08085126,24,1795,77,"Afrotropical",131,119.772097260916,126.063542547099
1809534.15623215,327815.08085126,24.5,1635,62,"Afrotropical",114,119.177982457807,126.135197203947
1922034.15623215,327815.08085126,24.5,1672,80,"Afrotropical",109,120.004300034862,127.68048080055
2034534.15623215,327815.08085126,24.1,1994,71,"Afrotropical",109,121.353422699266,127.045068635321
2147034.15623215,327815.08085126,23.8,1728,77,"Afrotropical",110,119.343726936455,126.783266326818
2259534.15623215,327815.08085126,24.1,1726,74,"Afrotropical",117,119.016852486838,127.473718579316
2372034.15623215,327815.08085126,23.2,2056,80,"Afrotropical",131,120.642903875038,128.894889452595
2484534.15623215,327815.08085126,23.5,1543,80,"Afrotropical",141,121.611044130567,129.147717360355
2597034.15623215,327815.08085126,22.7,1852,80,"Afrotropical",156,122.139309355256,129.837793682628
2709534.15623215,327815.08085126,22.2,2179,66,"Afrotropical",198,124.187346241111,131.940208003889
2822034.15623215,327815.08085126,21.9,1819,80,"Afrotropical",211,126.016736352228,135.194655956445
2934534.15623215,327815.08085126,21.2,1799,80,"Afrotropical",259,127.985325184479,138.687747029884
3047034.15623215,327815.08085126,18.7,1419,70,"Afrotropical",316,125.747119551677,138.302841535696
3159534.15623215,327815.08085126,25,1025,26,"Afrotropical",251,128.610198318805,142.862830305896
3272034.15623215,327815.08085126,23.5,1274,24,"Afrotropical",213,129.134395061784,144.128849414038
3384534.15623215,327815.08085126,23.9,1065,8,"Afrotropical",205,129.169429810683,144.881454379171
3497034.15623215,327815.08085126,21.1,657,16,"Afrotropical",187,132.990460288984,147.421587043904
3722034.15623215,327815.08085126,26.8,604,5,"Afrotropical",115,136.203945250087,153.033587759391
3834534.15623215,327815.08085126,26.3,913,14,"Afrotropical",89,140.186362461124,154.323275904157
3947034.15623215,327815.08085126,26.2,397,6,"Afrotropical",78,141.61611823218,154.986564576795
4059534.15623215,327815.08085126,26.6,326,5,"Afrotropical",77,144.372189992727,159.035923034026
4172034.15623215,327815.08085126,27.4,423,5,"Afrotropical",76,142.957755847237,157.593907403158
4284534.15623215,327815.08085126,27.2,462,7,"Afrotropical",83,142.285241857831,154.489416328193
4397034.15623215,327815.08085126,27.4,491,5,"Afrotropical",78,137.348812917564,151.883844248846
4509534.15623215,327815.08085126,27.1,511,5,"Afrotropical",88,137.137913300455,155.859199491477
9909534.15623215,327815.08085126,19.3,2622,3,"Oriental",158,119.709694092468,127.398334034937
10022034.1562322,327815.08085126,27,2349,77,"Oriental",140,120.888510845357,129.844341532857
10247034.1562322,327815.08085126,26.8,2078,38,"Oriental",152,121.316336010987,131.515284598618
10359534.1562322,327815.08085126,26.8,2297,41,"Oriental",129,123.165787250388,133.374040192636
11259534.1562322,327815.08085126,25.3,3992,72,"Oriental",118,119.410723789068,129.764666038983
11372034.1562322,327815.08085126,25.5,4240,80,"Oriental",125,118.25607703288,128.22736385288
11484534.1562322,327815.08085126,22,2985,76,"Oriental",120,118.69635308175,126.175979320667
11597034.1562322,327815.08085126,22.6,3113,79,"Oriental",110,118.585560937545,126.364221885545
11709534.1562322,327815.08085126,26.1,2640,77,"Oriental",100,119.3391196284,130.6037837032
-7640465.84376785,440315.08085126,18.9,1763,8,"Neotropical",199,122.352523916683,127.713877720955
-7527965.84376785,440315.08085126,24.8,1219,6,"Neotropical",157,127.851897851911,132.326348668153
-7415465.84376785,440315.08085126,21.6,2390,34,"Neotropical",160,121.995084258625,127.477793977625
-7302965.84376785,440315.08085126,24.8,3512,5,"Neotropical",166,127.894549306928,134.040118695181
-7190465.84376785,440315.08085126,24.3,3491,77,"Neotropical",129,128.910311512326,135.305339359457
-7077965.84376785,440315.08085126,24.1,2826,80,"Neotropical",123,129.516303222114,135.718992769594
-6965465.84376785,440315.08085126,24.1,2995,80,"Neotropical",132,128.586295733485,134.203251679924
-6852965.84376785,440315.08085126,24.2,3187,41,"Neotropical",185,125.532202601189,133.036651648541
-6740465.84376785,440315.08085126,24.4,3430,77,"Neotropical",233,124.862187250687,132.289635667082
-6627965.84376785,440315.08085126,24.6,3432,80,"Neotropical",270,123.687754183704,132.037489572
-6515465.84376785,440315.08085126,25.3,1788,78,"Neotropical",272,125.093706563419,133.845978483346
-6402965.84376785,440315.08085126,22.4,2744,80,"Neotropical",250,124.6562242956,133.8248748128
-6290465.84376785,440315.08085126,24.6,2332,80,"Neotropical",222,123.373362695541,132.65642425464
-6177965.84376785,440315.08085126,26.4,2012,71,"Neotropical",234,125.306391894957,133.181192304402
-6065465.84376785,440315.08085126,27.2,1526,5,"Neotropical",242,124.817412303058,133.172029074215
-5952965.84376785,440315.08085126,24.1,1744,79,"Neotropical",256,124.924245947539,133.597811049336
-5840465.84376785,440315.08085126,25.1,1792,78,"Neotropical",243,123.70458573358,132.036600972757
-5727965.84376785,440315.08085126,25.4,1886,78,"Neotropical",241,123.25394329195,131.755933299627
-5615465.84376785,440315.08085126,25.2,2221,78,"Neotropical",246,124.649447455488,133.054127067236
-5502965.84376785,440315.08085126,25,2720,75,"Neotropical",250,124.68516370432,132.92920666336
-5390465.84376785,440315.08085126,25.6,2363,79,"Neotropical",263,124.501302633156,133.086611459848
-5277965.84376785,440315.08085126,25.6,2070,50,"Neotropical",277,124.165436956426,132.897381999422
-5165465.84376785,440315.08085126,25.6,3225,68,"Neotropical",274,124.337836578066,133.684336304161
1022034.15623215,440315.08085126,25.2,2737,65,"Afrotropical",210,122.631481305238,132.628127157857
1134534.15623215,440315.08085126,22,1632,80,"Afrotropical",200,123.3795324072,132.4610037003
1247034.15623215,440315.08085126,22.6,1675,80,"Afrotropical",184,123.039119365,132.646893716196
1359534.15623215,440315.08085126,22.7,1695,73,"Afrotropical",155,121.989616009355,130.344255194129
1472034.15623215,440315.08085126,22.7,1418,80,"Afrotropical",150,121.035205432333,129.7760940706
1584534.15623215,440315.08085126,23.9,1419,80,"Afrotropical",151,121.602486631126,131.596101787947
1697034.15623215,440315.08085126,23.5,1627,80,"Afrotropical",143,121.150529137063,131.659710434126
